Organisation Name,ch_company_number,ch_company_name,ch_sic_codes,sic_tech_score,is_active_score,company_age_score,company_type_score,name_keyword_score,role_fit_score,role_fit_bucket
Deep Render Ltd,10990604,DEEP RENDER LTD,26200;27900;63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Deliver E Hub Ltd,10547511,DELIVER E HUB LTD,63120;82990,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Diamond Inscriptions Ltd,11156140,DIAMOND INSCRIPTIONS LTD,61100;61200;62020;82990,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
EOPP LTD.,10724335,EOPP LTD,63120;63990;78109;78200,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
ESM IT SOLUTION LTD,11195914,ESM IT SOLUTION LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
EUROLAND IR UK LTD,11885002,EUROLAND IR UK LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
EYYA LTD,12784770,EYYA LTD,62012;62020;70229,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
EZSVS (UK) Co Limited,10676756,EZSVS (UK) CO. LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
EachMoment Ltd,12143457,EACHMOMENT LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Electric Manta Productions,12815200,ELECTRIC MANTA PRODUCTIONS LIMITED,62011,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Encore Software Limited,12726315,ENCORE SOFTWARE LTD,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Enlighten Software Limited,11949980,ENLIGHTEN SOFTWARE LIMITED,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Equiem Services Limited,10737553,EQUIEM SERVICES LTD,63110;68320,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
FARINA MEDITRANIAN LTD,12430309,FARINA MEDITRANIAN LTD,63110;69202;96090,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
FINDER.COM COMPARISON UK LTD,10482489,FINDER.COM COMPARISON UK LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
FLENTEX LIMITED,12651674,FLENTEX LIMITED,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
FREEDA UK LIMITED,12000852,FREEDA UK LIMITED,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Fiducia DLT Ltd,11555675,FIDUCIA DLT LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
FinDox Ltd,12222250,FINDOX LTD.,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Firmex International Limited,11001918,FIRMEX INTERNATIONAL LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Fluidstack Ltd,10985545,FLUIDSTACK LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Food Hub Limited,10619783,FOOD HUB LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Foodtek Ltd,SC624018,FOODTEK LTD,56103;62090;74100,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Fruitlab Media Ltd,11354212,FRUITLAB MEDIA LIMITED,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Fullstory International UK Limited,12463096,FULLSTORY INTERNATIONAL UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
FutureFarm Limited,11356973,FUTUREFARM LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
G2 Crowd Ltd,11840090,G2 CROWD LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
GRUB24UK LIMITED,11873507,GRUB24UK LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Geldenhuys Limited,10240677,GELDENHUYS LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Global Satellite Vu Ltd,10163800,GLOBAL SATELLITE VU LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Gotobeat Ltd,11719660,GOTOBEAT LTD,63120;90020,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Grapedata Limited,11187265,GRAPEDATA LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Guavapay Limited,10601900,GUAVAPAY LIMITED,62012;63990;64999;66190,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
HIGH PEAK PUBLISHING LIMITED,11347094,HIGH PEAK PUBLISHING LIMITED,58110;58141;58190;63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
HackerRank UK Limited,11102907,HACKERRANK UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Hearing Diagnostics Limited,SC575929,HEARING DIAGNOSTICS LIMITED,62012;72190;74909,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Highspot UK Limited,11613632,HIGHSPOT UK LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Hire Genius Limited,12672640,HIRE GENIUS LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Hirehop Software Limited,11241806,HIREHOP SOFTWARE LIMITED,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Human Forest Ltd,12352698,HUMAN FOREST LIMITED,49319;52219;63110;73200,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Hush Telematics Limited,11221076,HUSH TELEMATICS LTD,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
ICS.AI Limited,11346801,ICS.AI LTD,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
IGNITER100 UK LTD,10920141,IGNITER100 UK LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
IGNYTO LIMITED,10540804,IGNYTO LIMITED,62020;62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
INNO INFOTECH LIMITED,11785197,INNO INFOTECH LIMITED,62012;62020;72190,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
ISLA AND ONAR LIMITED,11204261,ISLA AND ONAR LIMITED,46900;62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
IndeJuice Limited,11551218,INDEJUICE LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Intelibliss Ltd,11848956,INTELIBLISS LTD,62020;62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
KEY ESG limited,12899170,KEY ESG LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
KUMAR INFOTECH LIMITED,11470028,KUMAR INFOTECH LIMITED,62012;62020;62030;62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
KYONA UK Limited,11811392,KYONA UK LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Kassel Media Ltd,12188031,KASSEL MEDIA LTD,58290;63110;63120;64999,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Ko-Fi Labs Limited,11087704,KO-FI LABS LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
KodyPay Ltd,11532575,KODYPAY LTD,47910;63120;64999,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Kuan Financial (UK) Limited,11701974,KUAN FINANCIAL (UK) LIMITED,63120;64992;73110;82301,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Kyndryl UK Limited,13141201,KYNDRYL UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
LIBRATECH LIMITED,12237861,LIBRATECH LIMITED,47110;47190;62090;82990,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
LUMIO TECHNOLOGIES LTD,10257486,LUMIO TECHNOLOGIES LTD.,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Likezero Holdings Limited,SC651418,LIKEZERO LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Linkby Limited,12813388,LINKBY LIMITED,58290;63120;70210;73120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
LiveRamp UK Limited,11393386,LIVERAMP UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Logan Tod & Co,10763659,LOGAN TOD & COMPANY LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Loopr Ltd,10586719,LOOPR LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Lubna Awan Properties Limited,12268139,LUBNA AWAN PROPERTIES LIMITED,43999;62020;68100;71200,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Lumilinks Group,11557839,LUMILINKS GROUP LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
M&I DAR LTD,10459462,M&I DAR LTD,47110;47300;63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
M2N Trio Limited,13105201,M2N TRIO LIMITED,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
MYPOS PAYMENTS LTD,10630670,MYPOS PAYMENTS LTD,63110;64999,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Mammbo Group Limited,10789748,MAMMBO GROUP LIMITED,62012;71129,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Manantial LTD,13088838,MANANTIAL LTD,58290;63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Markhor (UK) Ltd,10048894,MARKHOR LIMITED,46900;62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Medbrief Services Limited,10632197,MEDBRIEF SERVICES LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Media Ventures International Limited,11023400,MEDIA VENTURES INTERNATIONAL LIMITED,58190;63110;70210,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Medwise AI Limited,12146414,MEDWISE AI LIMITED,62090;86900,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Meridian Peoples Holdings Limited,13159288,MERIDIAN PEOPLES HOLDINGS LIMITED,46510;63110;82990;84110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Metaview Global Ltd,11313397,METAVIEW GLOBAL LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Metrikus,11956145,METRIKUS LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Mirantis UK Limited,12350570,MIRANTIS UK LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Modo Energy,11998983,MODO ENERGY LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
MyData-T Ltd,12467402,MYDATA-T LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
NEXTSTREAM SERVERS LTD,12303097,NEXTSTREAM SERVERS LTD,62012;63110,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
NORSE TRADE LTD,11361617,NORSE TRADE LTD,58110;58290;62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Neutreeno Limited,12540650,NEUTREENO LIMITED,63110;71121;72190;74909,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
OceanMind Limited,10827294,OCEANMIND LIMITED,63110;74901,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Ornate I Limited,10577362,ORNATE I LIMITED,62020;85600,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Osmosys Software Solutions UK Limited,12100017,OSMOSYS SOFTWARE SOLUTIONS UK LIMITED,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Outra Limited,10366987,OUTRA LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
PASSION TECHNOLOGIES LTD,11863708,PASSION TECHNOLOGIES LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
PROJECT TRANSFORM LTD,10822801,PROJECT TRANSFORM LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
PROPCO (P1) LTD,12221724,PROPCO (P1) LTD,49410;62030;62090;70229,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Papercup Technologies Limited,11093649,PAPERCUP TECHNOLOGIES LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Pay IO Limited,12289765,PAY IO LTD,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Plaid Financial Ltd,11103959,PLAID FINANCIAL LTD.,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
PlanetWatchers (UK) Limited,12073910,PLANETWATCHERS (UK) LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Precision Proco,12746789,PRECISION PROCO GROUP LTD,18129;18130;63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Predictive Black,11824381,PREDICTIVE BLACK LTD,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Propdevelop Ltd.,11177403,PROPDEVELOP LTD.,62090;68320,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Prosper Robotics Ltd,13180130,PROSPER ROBOTICS LTD,63110;71129;72190;81210,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Qatalog Ltd,12078467,QATALOG LTD,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Quality Process limited,11860795,QUALITY PROCESS LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Quantium Limited,11952362,QUANTIUM LIMITED,63110;70229,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Quori Limited,12779510,QUORI LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
RCCO Creative Ltd,11632821,RCCO CREATIVE LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
RSP BUSINESS LIMITED,11491447,RSP BUSINESS LIMITED,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
RUNNER MEDIA LIMITED,13067070,RUNNER MEDIA LIMITED,60200;63120;63910,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Recycleye,12221541,RECYCLEYE LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Remagine Ltd,12365274,REMAGINE LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
RentiD Limited,11661240,RENTID LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Retailigence Ltd,11296970,RETAILIGENCE LTD,62012;62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Roadliner UK Ltd,12412799,ROADLINER UK LTD,49320;62020;70229;73110,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Rubrik UK Limited,11375501,RUBRIK UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
S SQUARED INSIGHTS LIMITED,12995913,S SQUARED INSIGHTS LIMITED,63110;73200,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
SATURN F-1 PVT LTD,10380002,SATURN F-1 PVT LTD,63110;82990,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
SEEDLEGALS LTD,10368887,SEEDLEGALS LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
SMITI IT SOLUTIONS LTD,11662104,SMITI IT SOLUTIONS LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
SORA Risk Solutions Limited,11418513,SORA RISK SOLUTIONS LIMITED,63110;82990,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
STATOYS LIMITED,10420099,STATOYS LIMITED,46900;47650;47910;62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
STE Services Ltd,11067015,STE SERVICES LTD,62020;63990;85600,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
SUN SHORE SYSTEMS LIMITED,13078301,SUN SHORE SYSTEMS LIMITED,27120;42220;62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
SYSDIG LTD,10634013,SYSDIG LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Scanquo Ltd,11420498,SCANQUO LTD,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Schoola Limited,10930924,SCHOOLA LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Sematics Limited,11837448,SEMATICS LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Serenity Technologies Ltd.,12101823,SERENITY TECHNOLOGIES LTD,62090;96030,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Shopezy LTD,12392266,SHOPEZY LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Sirius Constellation Ltd,10370422,SIRIUS CONSTELLATION LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Smartia Ltd,11160393,SMARTIA LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Snowflake Computing U.K. Limited,10611715,SNOWFLAKE COMPUTING U.K. LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Solution17 Ltd,11356861,SOLUTION17 LTD,62020,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Sourcing Playground,10925192,SOURCING PLAYGROUND LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Start from today Ltd,11920580,START FROM TODAY LTD,63120;72200,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Stellar Fusion Group Limited,13062326,STELLAR FUSION GROUP LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Syndigo UK Ltd,10071427,SYNDIGO UK LTD,58290;63110;73110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Syndikat Ltd.,12536569,SYNDIKAT LTD.,62020;62090;63110;70229,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
TAL Tag Limited,10916220,TAL TAG LIMITED,62012;71122;74100;74901,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
THISTHAT LTD,SC576515,THISTHAT LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
TRANZFAR LTD,10500364,TRANZFAR LTD,62012;62090;63110;64999,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
The Link Wholesale (MCR) Ltd,11786728,THE LINK WHOLESALE (MCR) LTD,46520;46900;61900;62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
The Magic of Things Ltd,11049827,THE MAGIC OF THINGS LTD,56210;56302;62011;90030,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Thermify Holdings Limited,12964264,THERMIFY HOLDINGS LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Trendultra Ltd,12466924,TRENDULTRA LIMITED,47910;62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Twig,12685476,TWIG GROUP LTD,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Valo Smart City UK Ltd,12838843,VALO SMART CITY UK LTD,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Virtualnonexecs Limited,10654620,VIRTUALNONEXECS LIMITED,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Visible Alpha Limited,10637834,VISIBLE ALPHA LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Volt Technologies Holdings Ltd,12140559,VOLT TECHNOLOGIES HOLDINGS LIMITED,63110;64999,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
WEBTECH SERVICES LTD,12758111,WEBTECH SERVICES LTD,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
WIX.COM (UK) LIMITED,12576807,WIX.COM (UK) LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Welligence Ltd,13084824,WELLIGENCE LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Worksome Ltd,11615731,WORKSOME LTD,63120,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
XPLORO LIMITED,11761110,XPLORO LIMITED,62090,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Xihelm Limited,10184001,XIHELM LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Yotpo UK Ltd,10495742,YOTPO UK LIMITED,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
Zakapps Software Limited,11289158,ZAKAPPS SOFTWARE UK LIMITED,58290,0.35,0.1,0.1,0.08,0.05,0.6799999999999999,strong
Zebraware Ltd,10929315,ZEBRAWARE LIMITED,62012,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Zerofox UK Ltd.,10552864,ZEROFOX UK LTD,63110,0.4,0.1,0.1,0.08,0.0,0.6799999999999999,strong
THE MAGIC LED,12146643,MAGIC LED LTD,43210;62090;95110,0.5,0.0,0.1,0.08,0.0,0.6799999999999999,strong
Anemos-Analytics Ltd,SC828992,ANEMOS-ANALYTICS LTD,63110,0.4,0.1,0.04,0.08,0.05,0.67,strong
Motive Technology UK Limited,15530223,MOTIVE TECHNOLOGY UK LIMITED,46520;63110,0.4,0.1,0.04,0.08,0.05,0.67,strong
EXHALE STAFFING LTD,15551671,EXHALE STAFFING LTD,62090;78200,0.5,0.1,0.04,0.08,-0.05,0.6699999999999999,strong
Infinity Fire And Security Ltd,16164307,INFINITY FIRE AND SECURITY LTD,62090;80200,0.5,0.1,0.04,0.08,-0.05,0.6699999999999999,strong
Upwind Security UK Ltd,16060597,UPWIND SECURITY UK LTD,62012;62020,0.5,0.1,0.04,0.08,-0.05,0.6699999999999999,strong
ARTIFICIAL INTELLIGENCE MONITORING GROUP LTD,14200931,ARTIFICIAL INTELLIGENCE MONITORING GROUP LTD,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Agents' Mutual Ltd,08381458,AGENTS' MUTUAL LIMITED,63120,0.4,0.1,0.12,0.03,0.0,0.65,strong
Agile without borders Ltd,14141708,AGILE WITHOUT BORDERS LTD,41201;43310;62090;85600,0.5,0.0,0.07,0.08,0.0,0.65,strong
Alchemy Exchange Ltd,13237946,ALCHEMY EXCHANGE LTD,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Alphonso UK Limited,13943856,ALPHONSO UK LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Asset Dynamics Group Limited,14187013,ASSET DYNAMICS GROUP LIMITED,33200;63110;71122,0.4,0.1,0.07,0.08,0.0,0.65,strong
Aurora Labs Ltd,13191902,AURORA LABS LTD,62020,0.5,0.0,0.07,0.08,0.0,0.65,strong
Aziris Enterprise Limited,14971453,AZIRIS ENTERPRISE LIMITED,58110;63120;82990;85590,0.4,0.1,0.07,0.08,0.0,0.65,strong
Back Market UK Limited,13822037,BACK MARKET UK LTD,63110;63990;96090,0.4,0.1,0.07,0.08,0.0,0.65,strong
Beam Melody Ltd,13718676,BEAM MELODY LTD,62012,0.5,0.0,0.07,0.08,0.0,0.65,strong
Bloss ltd,13336231,BLOSS LTD,63120,0.4,0.1,0.07,0.08,0.0,0.65,strong
CONTENTFUL (UK) LIMITED,13723044,CONTENTFUL (UK) LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Christian Vision,02842414,CHRISTIAN VISION,60100;63120;88990,0.4,0.1,0.12,0.03,0.0,0.65,strong
Coreweave UK Limited,15272646,COREWEAVE UK LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Corporate Bond Intelligence Ltd,14456900,CORPORATE BOND INTELLIGENCE LTD,62012,0.5,0.0,0.07,0.08,0.0,0.65,strong
Data Theorem Limited,14141618,DATA THEOREM LTD,58290,0.35,0.1,0.07,0.08,0.05,0.65,strong
Dataswift Ltd,15337989,DATASWIFT LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Denebunu Limited,13265299,DENEBUNU LIMITED,63110;73200,0.4,0.1,0.07,0.08,0.0,0.65,strong
Diagnexia UK Limited,13236796,DIAGNEXIA UK LIMITED,63110;74909,0.4,0.1,0.07,0.08,0.0,0.65,strong
Dialogue Earth,06477262,DIALOGUE EARTH,63120,0.4,0.1,0.12,0.03,0.0,0.65,strong
ECOM INNOVATIONS LTD,15296867,ECOM INNOVATIONS LTD,47910;63120,0.4,0.1,0.07,0.08,0.0,0.65,strong
EZONECORNWALL LIMITED,14020828,EZONECORNWALL LIMITED,18129;63110;63120;79110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Entrepreneurs Global Ltd,04915620,GLOBAL ENTREPRENEURS UK,62090;78109;82990;85600,0.5,0.0,0.12,0.03,0.0,0.65,strong
FAIRMAY LTD,13195810,FAIRMAY LTD,62012;64999,0.5,0.0,0.07,0.08,0.0,0.65,strong
FREE RADICAL DESIGN,13418580,FREE RADICAL DESIGN LTD,62011,0.5,0.0,0.07,0.08,0.0,0.65,strong
Farlo Group Limited,13791729,FARLO GROUP LIMITED,63120,0.4,0.1,0.07,0.08,0.0,0.65,strong
Fin Mile Logistics Limited,14317868,FIN MILE LOGISTICS LIMITED,62090,0.5,0.0,0.07,0.08,0.0,0.65,strong
Fivetran UK Limited,13290687,FIVETRAN UK LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
GD UK Healthcare Limited,15308175,GD UK HEALTHCARE LIMITED,63110;72110;74909,0.4,0.1,0.07,0.08,0.0,0.65,strong
GEM Data Group UK Limited,16853843,GEM DATA GROUP UK LIMITED,63110,0.4,0.1,0.02,0.08,0.05,0.65,strong
GLOBALDATA PLC,03925319,GLOBALDATA PLC,63110;70100,0.4,0.1,0.12,0.03,0.0,0.65,strong
H1 Life Sciences Limited,13612057,H1 LIFE SCIENCES LIMITED,63120,0.4,0.1,0.07,0.08,0.0,0.65,strong
HUB21 Learning UK Limited,13406905,HUB21 LEARNING UK LIMITED,58290;85590,0.35,0.1,0.07,0.08,0.05,0.65,strong
HUZAYL GROUP LIMITED,15311629,HUZAYL LTD,62020;62090,0.5,0.0,0.07,0.08,0.0,0.65,strong
Homelink Technologies,09930635,HOMELINK TECHNOLOGIES,63120,0.4,0.1,0.12,0.03,0.0,0.65,strong
Impulse 9 Capital Limited,14009913,IMPULSE 9 CAPITAL LIMITED,62020,0.5,0.0,0.07,0.08,0.0,0.65,strong
Increff Limited,14407007,INCREFF LIMITED,52102;52103;62090;63110,0.5,0.0,0.07,0.08,0.0,0.65,strong
Innovault Ltd,14263984,INNOVAULT LIMITED,62012;62020,0.5,0.0,0.07,0.08,0.0,0.65,strong
Intentsify Limited,13247267,INTENTSIFY LIMITED,63110,0.4,0.1,0.07,0.08,0.0,0.65,strong
Internet Matters Limited,08822801,INTERNET MATTERS LIMITED,63120,0.4,0.1,0.12,0.03,0.0,0.65,strong
Intrad Group Ltd,13220199,INTRAD GROUP LTD,47910;63120;64209,0.4,0.1,0.07,0.08,0.0,0.65,strong
KEATH.AI LTD,15234722,KEATH.AI LTD,58290,0.35,0.1,0.07,0.08,0.05,0.65,strong
KIMO I.T. SOLUTIONS UK LTD,15201587,KIMO I.T. SOLUTIONS UK LTD,62020;70229,0.5,0.0,0.07,0.08,0.0,0.65,strong
LAWPORTE LIMITED,14115995,LAWPORTE LIMITED,63120;69109;73110;96090,0.4,0.1,0.07,0.08,0.0,0.65,strong
