Organisation Name,ch_company_number,ch_company_name,ch_sic_codes,sic_tech_score,is_active_score,company_age_score,company_type_score,name_keyword_score,role_fit_score,role_fit_bucket
CMAS EUROPE LIMITED,09378769,CMAS EUROPE LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CMASS Ltd,NI602491,CMASS LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CODEPLEXUS LTD,07358921,CODEPLEXUS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CODILINK UK LTD,06269999,CODILINK UK LTD,62012;73200,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CODM SOFTWARE LIMITED,15333870,CODM SOFTWARE LIMITED,62020,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
COMPLIANCE ANALYTICS LIMITED,13887975,COMPLIANCE ANALYTICS LIMITED,62020;62090;70229,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
COMPUTER DATA SHRED LTD,13273393,COMPUTER DATA SHRED LTD,39000;62090,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
COMPUTER INTELLECTS LIMITED,08733938,COMPUTER INTELLECTS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONDUCE GROUP LIMITED,04830516,CONDUCE LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONGA EUROPE LTD,08071879,CONGA EUROPE LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONSTELLATION TECHNOLOGY SERVICES LTD,13308839,CONSTELLATION TECHNOLOGY SERVICES LTD,62012;62020;70229,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
CONSULTAANT LIMITED,06481721,CONSULTAANT LIMITED,62020;85520;85590;85600,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONTEMI SOLUTIONS (LONDON) LIMITED,03744660,CONTEMI SOLUTIONS (LONDON) LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONVERT & MEASURE LIMITED,08582924,CONVERT & MEASURE LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CONVOSPHERE,09289425,CONVOSPHERE LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CORBUS EUROPE LTD,04833024,CORBUS EUROPE LIMITED,62020;82990,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CORE NETWORK SOLUTIONS UK LTD,09735901,CORE NETWORK SOLUTIONS UK LTD,62020;62030;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CORE OUTCOME SOLUTIONS LIMITED,08226980,CORE OUTCOME SOLUTIONS LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CORENET TECH LTD,14504903,CORENET TECH LTD,62020;70229;94120,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
CORPORATE FINANCIAL MANAGEMENT SYSTEMS LIMITED,04174352,CORPORATE FINANCIAL MANAGEMENT SYSTEMS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CORVID CONSULTING UK LTD,08675350,CORVID CONSULTING UK LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
COSMO SMART SERVICES LIMITED,09374127,COSMO SMART SERVICES LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CPRIME LIMITED,03600183,CPRIME LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CPiO Limited,02488682,CPIO LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRAFTIFY TECH LTD,15116969,CRAFTIFY TECH LTD,62012;62020,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
CREATIVE IDEAZ (UK) LTD,04457259,CREATIVE IDEAZ (UK) LTD,62090;82990,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CREATIVE NETWORKS LIMITED,05565620,CREATIVE NETWORKS LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CREATUM CONSULTING LTD,09811863,CREATUM CONSULTING LTD,62012;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRIMSON TIDE MPRO LIMITED,02977368,CRIMSON TIDE MPRO LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRISIL IREVNA UK LIMITED,04111165,CRISIL IREVNA UK LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRM Business Consulting Services Limited,08630688,CRM BUSINESS CONSULTING SERVICES LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRM Team Global Limited,07894660,CRM TEAM GLOBAL LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CROCUS ENTERPRISE LIMITED,08934335,CROCUS ENTERPRISE LIMITED,47110;62020;74909,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CRUCIAL VISUAL COMMUNICATIONS CONSULTANCY LIMITED,SC177250,CRUCIAL VISUAL COMMUNICATIONS CONSULTANCY LIMITED,59112;62012;63120;70210,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CSC Administrative Services Limited,03709856,CSC ADMINISTRATIVE SERVICES LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CSC Computer Sciences Limited,00963578,CSC COMPUTER SCIENCES LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CSI GLOBAL HOLDINGS LIMITED,07796113,CSI GLOBAL LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CSL Group Services Ltd,05874704,CSL GROUP SERVICES LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CTS,03068108,CTS GROUP LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CU Apps Ltd,SC465852,CU APPS LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CYBERLIVER LIMITED,08052630,CYBERLIVER LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CYZ SOFTWARE CONSULTANCY LTD,14709165,CYZ SOFTWARE CONSULTANCY LTD,46510;62020;62090;70229,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
Cab Management System Ltd,07146482,CAB MANAGEMENT SYSTEM LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cabot Communications Ltd,02817269,CABOT COMMUNICATIONS LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cache Net IT Limited,08930642,CACHE NET IT LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cadpeople UK Ltd,SC336908,CADPEOPLE UK LTD.,59112;62090;73110;85600,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Caledonia Technologies Ltd,SC279196,CALEDONIA TECHNOLOGIES LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Calls9 Limited,07771594,CALLS9 LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Calrom Limited,06200139,CALROM LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Calsoft Labs UK Private LTD,08864922,CALSOFT LABS UK PRIVATE LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Camascope Limited,09544682,CAMASCOPE LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cambio Healthcare Systems Limited,04550362,CAMBIO HEALTHCARE SYSTEMS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cambridge Cognition Ltd,04338746,CAMBRIDGE COGNITION LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cambridge Intelligence LTD.,07625370,CAMBRIDGE INTELLIGENCE LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cambridge Logic Ltd,04054735,CAMBRIDGE LOGIC LTD,26511;62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CampStead Ltd,NI057746,CAMPSTEAD LTD,58290;62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Campaign Master (UK) Ltd,05250559,CAMPAIGN MASTER (UK) LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Camtech Innovations Ltd,07062319,CAMTECH INNOVATIONS LIMITED,46180;47990;62090;72110,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Camworth Limited,09656844,CAMWORTH LIMITED,61100;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Candex Solutions Limited,07273632,CANDEX SOLUTIONS LTD,62090;78109,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Candyspace Media Limited,05132736,CANDYSPACE MEDIA LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Canonical UK Limited,05055134,CANONICAL UK LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cantarus,04700674,CANTARUS LIMITED,58290;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Canvas8 Limited,06679129,CANVAS8 LIMITED,62012;70229;73200;82990,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Capacitas Ltd,04363163,CAPACITAS LIMITED,62020;62090;63110;70229,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Capillary Technologies Europe Limited,03297240,CAPILLARY TECHNOLOGIES EUROPE LIMITED,62012;62090;63110;73110,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Capital Integrated Services Limited,08026131,CAPITAL INTEGRATED SERVICES LTD,62020;81210,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Caplin Systems Limited,02823818,CAPLIN SYSTEMS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Capricorn Ventis Ltd,06959816,CAPRICORN VENTIS LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Capula Limited,00953504,CAPULA LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Carallon Ltd,05047798,CARALLON LTD,27900;62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cardonet Consultancy Ltd,06263199,CARDONET CONSULTANCY LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cardonet Limited,03788276,CARDONET LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Careline,08418618,CARELINE GROUP LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Caresoft Global Limited,06442227,CARESOFT GLOBAL LIMITED,62020;71129;78200,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Caretower Ltd,06807659,CARETOWER LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cartesian Limited,03230513,CARTESIAN LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Casablanca,06787521,CASABLANCA (UK) LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cassini Systems Limited,08682150,CASSINI SYSTEMS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Catalyst IT Europe Limited,06723798,CATALYST IT EUROPE LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cauri ltd,09507138,CAURI LTD,62012;70229;73110,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Causeway Technologies Ltd,03921897,CAUSEWAY TECHNOLOGIES LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cedus Limited,08236742,CEDUS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Celcom Solutions Ltd,07433520,CELCOM SOLUTIONS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Celestrix Ltd,08864572,CELESTRIX LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Celtra Limited,08441075,CELTRA LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cen Group Ltd,04754447,CEN GROUP LTD,62090;80200,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Centra Technology UK Limited,15169844,CENTRA TECHNOLOGY UK LIMITED,62012,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
Central Mailing Services Limited,03720150,CENTRAL MAILING SERVICES LIMITED,17230;62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Centre For Factories Of The Future Ltd.,03162200,CENTRE FOR FACTORIES OF THE FUTURE LIMITED,62012;62020;72190;85421,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Centrepoint Computer Services Ltd,02620738,CENTREPOINT COMPUTER SERVICES LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Century Innovations Ltd,07486863,CENTURY INNOVATIONS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cervello Limited,09020034,CERVELLO LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cezanne HR Limited,08314801,CEZANNE HR LIMITED,62012;78300,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chaddenwych Services Limited,09914060,CHADDENWYCH SERVICES LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chamanthi Ltd,07495602,CHAMANTHI LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chambers Townsend Consultancy Limited,01933268,CHAMBERS TOWNSEND CONSULTANCY LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Champ Systems Limited,08120887,CHAMP SYSTEMS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Channel 3 Consulting Ltd,06824790,CHANNEL 3 CONSULTING LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chapel & Stone Limited,07868188,CHAPEL & STONE LTD,62020;82990,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chari Consulting Limited,07286350,CHARI CONSULTING LIMITED,62020;69201;69203,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Charles Novacroft Direct,03601214,CHARLES NOVACROFT DIRECT LIMITED,62012;63110;63120;82200,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Charles Square Limited,09311647,CHARLES SQUARE LIMITED,62030,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chatresh Consultants Limited,08211317,CHATRESH CONSULTANTS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Checkland Kindleysides Ltd,02012831,CHECKLAND KINDLEYSIDES LIMITED,62020;70229;74100,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cheq Technologies (UK) Limited,05278260,CHEQ TECHNOLOGIES (UK) LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chess Cybersecurity Limited,02962709,CHESS CYBERSECURITY LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chilli Source Software Limited,NI683409,CHILLI SOURCE SOFTWARE LIMITED,62012,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
ChilliBean Limited,04775994,CHILLIBEAN LIMITED,62090;71129,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
China Unicom (Europe) Operations Limited,05992614,CHINA UNICOM (EUROPE) OPERATIONS LIMITED,61900;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chiplogic Technologies Limited,08909627,CHIPLOGIC TECHNOLOGIES LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chorus IT Ltd,03836029,CHORUS IT LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Christ Pillai Ltd,08923625,CHRIST PILLAI LTD,46190;46220;46310;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Chucklefish Ltd,07664836,CHUCKLEFISH LIMITED,62011;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cigniti Technologies (UK) Limited,08989957,CIGNITI TECHNOLOGIES (UK) LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cimteq Ltd,03495178,CIMTEQ LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cincom Systems (UK) Limited,01666547,CINCOM SYSTEMS (UK) LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cinegy Ltd,07179090,CINEGY LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cintra Corporation UK Ltd,03997988,CINTRA CORPORATION UK LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Ciphr Limited,04616229,CIPHR LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cirata Ltd,06612293,CIRATA LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Circle Interactive Ltd,05540067,CIRCLE INTERACTIVE LTD,62030,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cirrus Logic International Semiconductor Limited,SC495735,CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD.,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cisco International Limited,06640658,CISCO INTERNATIONAL LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Ciscore Limited,09019435,CISCORE LIMITED,47730;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cisilion Ltd.,03902228,CISILION LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Civica UK Ltd,01628868,CIVICA UK LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Civo Ltd,09568551,CIVO LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clarabridge UK Ltd,07543822,CLARABRIDGE UK LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Claranet Ltd,03152737,CLARANET LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clarasys Limited,07311129,CLARASYS LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clarion Logic Limited,08127841,CLARION LOGIC LIMITED,62020;78109;78300;82990,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Claytex Services Limited,03539836,CLAYTEX SERVICES LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clear Books Limited,06636109,CLEAR BOOKS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clear Visual Communications Ltd,07437847,CLEAR VISUAL COMMUNICATIONS LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cleared Europe services,09034670,CLEARED EUROPE SERVICES LIMITED,62011;62012;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clearmatics Technologies Ltd,09427186,CLEARMATICS TECHNOLOGIES LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cleartwo Limited,07322277,CLEARTWO LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clevry UK Ltd,03443538,CLEVRY UK LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Client Bridge Group Limited,08011167,CLIENT BRIDGE LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cliff Solutions Limited,06581812,CLIFF SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Climate Tech Insights UK Limited,14583930,CLIMATE TECH INSIGHTS UK LIMITED,62090;73200,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
Climb Global Solutions Ltd,01671407,CLIMB GLOBAL SOLUTIONS LTD,46510;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CliniSys Solutions Limited,03477318,CLINISYS SOLUTIONS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clive Holmes Limited,01109337,CLIVE HOLMES LIMITED,59112;62012;73110;74202,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clockwork IT Ltd,04685516,CLOCKWORK IT LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloud Aware Services Ltd,13841240,CLOUD AWARE SERVICES LTD,62020,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
Cloud Valley Ltd,15241974,CLOUD VALLEY LTD,62020;62090;63120;73110,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
CloudAttribution Ltd,08249259,CLOUDATTRIBUTION LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CloudIt Solutions Limited,07417898,CLOUDIT SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CloudMind AI Limited,14749685,CLOUDMIND AI LIMITED,62020;70229,0.5,0.1,0.07,0.08,0.05,0.7999999999999999,strong
CloudNC Ltd,09821257,CLOUDNC LTD,25990;62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CloudSense,07072194,CLOUDSENSE LTD,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CloudSource Ltd,07263403,CLOUDSOURCE LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CloudTamers Limited,06549098,CLOUDTAMERS LIMITED,62012;62020;62090;63120,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloudera (UK) Limited,08015750,CLOUDERA (UK) LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloudflare Limited,08778322,CLOUDFLARE LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloudperfect Limited,07462367,CLOUDPERFECT LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloudreach Europe Limited,06975407,CLOUDREACH EUROPE LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cloudsculpts Solutions Ltd,09061179,CLOUDSCULPTS SOLUTIONS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clowdy Limited,08195808,CLOWDY LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Clubspark Group Limited,07981720,CLUBSPARK GROUP LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
CoDwellers.com Ltd,06668360,CODWELLERS.COM LTD,62012;68320,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coalition Development Ltd,04328897,COALITION DEVELOPMENT LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coba Resourcing Ltd,03436482,COBA RESOURCING LTD,62020;78200,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cobry Ltd,SC454132,COBRY LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cobwebb Communications Ltd,02029183,COBWEBB COMMUNICATIONS LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cocentric,09087499,COCENTRIC GROUP LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codec-dss Limited,NI635500,CODEC-DSS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codegen Ltd,04134223,CODEGEN LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codelegs Ltd,07888945,CODELEGS LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codereflex Technologies Ltd,07907908,CODEREFLEX TECHNOLOGIES LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codester Ltd,09583303,CODESTER LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codestone Solutions Ltd,03478376,CODESTONE SOLUTIONS LIMITED,62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codethink Limited,06061216,CODETHINK LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codification Ltd,08032986,CODIFICATION LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Codio Ltd,06969762,CODIO LTD,58290;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coeo Limited,05901228,COEO LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cofficient Limited,SC338706,COFFICIENT LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coforge U.K. Limited,02648481,COFORGE U.K. LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cogitare Limited,04186744,COGITARE LIMITED,62012;70229,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognidox Limited,06506232,COGNIDOX LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognisess Ltd,07505129,COGNISESS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognitive Solutions Corp Ltd,08943572,COGNITIVE SOLUTIONS CORP LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognitive-Edge Ltd,09087577,COGNITIVE-EDGE LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognizant Business Logics Limited,09486788,COGNIZANT BUSINESS LOGICS LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cognizant Worldwide Limited,07195160,COGNIZANT WORLDWIDE LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cogora Group Ltd,02147432,COGORA LIMITED,58142;62012;73110,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Cohesity International UK Limited,02575013,COHESITY INTERNATIONAL UK LIMITED,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coker Consult Ltd,09474097,COKER CONSULT LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Colateral Ltd,09641668,COLATERAL LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Colet Systems Ltd,08897206,COLET SYSTEMS LIMITED,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Coliance Ltd,05093434,COLIANCE LTD,62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Collabora Limited,05513718,COLLABORA LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Collabro Ltd,SC257810,COLLABRO LIMITED,09100;62090;70229,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Columbus Global UK Ltd,02890010,COLUMBUS GLOBAL UK LTD,62012,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
Com-Centre (UK) Ltd,06622742,COM-CENTRE (UK) LIMITED,58190;62020,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
ComIT Consulting Ltd,07472555,COMIT CONSULTING LTD,62020;62090,0.5,0.1,0.12,0.08,0.0,0.7999999999999999,strong
